,COMMONS,SCORE
1462,message,0.0
1463,metal,0.0
1464,meter,0.0
1465,method,0.0
1466,Mexican,0.0
1467,middle,0.0
1468,might,0.0
1469,military,0.0
1470,milk,0.0
1471,million,0.0
1472,mind,0.0
1473,mine,0.0
1474,minister,0.0
1475,minute,0.0
1476,miracle,0.0
1477,mirror,0.0
1478,miss,0.0
1479,missile,0.0
1480,mission,0.0
1481,mix,0.0
1482,mixture,0.0
1483,mm-hmm,0.0
1484,mode,0.0
1485,model,0.0
1486,moderate,0.0
1487,modern,0.0
1488,modest,0.0
1489,mom,0.0
1490,moment,0.0
1491,money,0.0
1492,monitor,0.0
1493,month,0.0
1494,mood,0.0
1495,moon,0.0
1496,moral,0.0
1497,more,0.0
1498,moreover,0.0
1499,morning,0.0
1500,most,0.0
1501,mostly,0.0
1502,mother,0.0
1503,motivation,0.0
1504,motor,0.0
1505,mount,0.0
1506,mountain,0.0
1507,mouse,0.0
1508,mouth,0.0
1509,movement,0.0
1510,movie,0.0
1511,Mr,0.0
1512,Mrs,0.0
1513,Ms,0.0
1514,much,0.0
1515,multiple,0.0
1516,muscle,0.0
1517,museum,0.0
1518,music,0.0
1519,musical,0.0
1520,musician,0.0
1521,Muslim,0.0
1522,must,0.0
1523,my,0.0
1524,myself,0.0
1525,mystery,0.0
1526,myth,0.0
1527,naked,0.0
1528,name,0.0
1529,narrative,0.0
1530,narrow,0.0
1531,nation,0.0
1532,national,0.0
1533,native,0.0
1534,natural,0.0
1535,naturally,0.0
1536,nature,0.0
1537,near,0.0
1538,nearby,0.0
1539,nearly,0.0
1540,necessarily,0.0
1541,neck,0.0
1542,need,0.0
1543,negative,0.0
1544,negotiate,0.0
1545,neighbor,0.0
1546,neighborhood,0.0
1547,neither,0.0
1548,nerve,0.0
1549,nervous,0.0
1550,network,0.0
1551,never,0.0
1552,nevertheless,0.0
1553,new,0.0
1554,newly,0.0
1555,news,0.0
1556,newspaper,0.0
1557,next,0.0
1558,nice,0.0
1559,night,0.0
1560,nine,0.0
1561,no,0.0
1562,nobody,0.0
1563,nod,0.0
1564,noise,0.0
1565,nomination,0.0
1566,none,0.0
1567,nonetheless,0.0
1568,nor,0.0
1569,normal,0.0
1570,normally,0.0
1571,north,0.0
1572,northern,0.0
1573,nose,0.0
1574,not,0.0
1575,nothing,0.0
1576,notion,0.0
1577,novel,0.0
1578,now,0.0
1579,nowhere,0.0
1580,n't,0.0
1581,nuclear,0.0
1582,number,0.0
1583,numerous,0.0
1584,nurse,0.0
1585,nut,0.0
1586,objective,0.0
1587,observation,0.0
1588,observe,0.0
1589,observer,0.0
1590,obtain,0.0
1591,obvious,0.0
1592,obviously,0.0
1593,occasion,0.0
1594,occasionally,0.0
1595,occupy,0.0
1596,occur,0.0
1597,ocean,0.0
1598,odd,0.0
1599,odds,0.0
1600,of,0.0
1601,off,0.0
1602,offensive,0.0
1603,office,0.0
1604,often,0.0
1605,oh,0.0
1606,oil,0.0
1607,ok,0.0
1608,okay,0.0
1609,old,0.0
1610,Olympic,0.0
1611,on,0.0
1612,once,0.0
1613,one,0.0
1614,ongoing,0.0
1615,onion,0.0
1616,online,0.0
1617,only,0.0
1618,onto,0.0
1619,open,0.0
1620,opening,0.0
1621,operate,0.0
1622,operating,0.0
1623,operation,0.0
1624,operator,0.0
1625,opponent,0.0
1626,opportunity,0.0
1627,oppose,0.0
1628,opposite,0.0
1629,opposition,0.0
1630,orange,0.0
1631,organic,0.0
1632,organization,0.0
1633,organize,0.0
1634,orientation,0.0
1635,origin,0.0
1636,original,0.0
1637,originally,0.0
1638,other,0.0
1639,others,0.0
1640,otherwise,0.0
1641,ought,0.0
1642,our,0.0
1643,ourselves,0.0
1644,out,0.0
1645,outcome,0.0
1646,outside,0.0
1647,oven,0.0
1648,over,0.0
1649,overall,0.0
1650,overcome,0.0
1651,overlook,0.0
1652,pace,0.0
1653,pack,0.0
1654,package,0.0
1655,page,0.0
1656,pain,0.0
1657,painful,0.0
1658,paint,0.0
1659,painter,0.0
1660,painting,0.0
1661,pair,0.0
1662,pale,0.0
1663,Palestinian,0.0
1664,palm,0.0
1665,pan,0.0
1666,pant,0.0
1667,paper,0.0
1668,park,0.0
1669,parking,0.0
1670,part,0.0
1671,participant,0.0
1672,participation,0.0
1673,particular,0.0
1674,particularly,0.0
1675,partly,0.0
1676,pass,0.0
1677,passage,0.0
1678,past,0.0
1679,patch,0.0
1680,path,0.0
1681,patient,0.0
1682,pattern,0.0
1683,pause,0.0
1684,payment,0.0
1685,PC,0.0
1686,peace,0.0
1687,peak,0.0
1688,pepper,0.0
1689,perceive,0.0
1690,percentage,0.0
1691,perception,0.0
1692,perfectly,0.0
1693,perhaps,0.0
1694,period,0.0
1695,permanent,0.0
1696,permission,0.0
1697,personal,0.0
1698,personality,0.0
1699,personally,0.0
1700,personnel,0.0
1701,perspective,0.0
1702,persuade,0.0
1703,pet,0.0
1704,phase,0.0
1705,phenomenon,0.0
1706,philosophy,0.0
1707,phone,0.0
1708,photo,0.0
1709,photograph,0.0
1710,photographer,0.0
1711,phrase,0.0
1712,physical,0.0
1713,physically,0.0
1714,physician,0.0
1715,piano,0.0
1716,pick,0.0
1717,picture,0.0
1718,pie,0.0
1719,piece,0.0
1720,pile,0.0
1721,pilot,0.0
1722,pine,0.0
1723,pink,0.0
1724,pipe,0.0
1725,pitch,0.0
1726,place,0.0
1727,plan,0.0
1728,plane,0.0
1729,planet,0.0
1730,planning,0.0
1731,plant,0.0
1732,plastic,0.0
1733,plate,0.0
1734,platform,0.0
1735,play,0.0
1736,player,0.0
1737,please,0.0
1738,pleasure,0.0
1739,plenty,0.0
1740,plot,0.0
1741,plus,0.0
1742,PM,0.0
1743,pocket,0.0
1744,poem,0.0
1745,poet,0.0
1746,poetry,0.0
1747,point,0.0
1748,pole,0.0
1749,police,0.0
1750,policy,0.0
1751,political,0.0
1752,politically,0.0
1753,politician,0.0
1754,politics,0.0
1755,poll,0.0
1756,pollution,0.0
1757,pool,0.0
1758,poor,0.0
1759,pop,0.0
1760,popular,0.0
1761,population,0.0
1762,porch,0.0
1763,port,0.0
1764,portion,0.0
1765,portrait,0.0
1766,portray,0.0
1767,pose,0.0
1768,position,0.0
1769,positive,0.0
1770,possibility,0.0
1771,possible,0.0
1772,possibly,0.0
1773,potato,0.0
1774,potential,0.0
1775,potentially,0.0
1776,pound,0.0
1777,pour,0.0
1778,poverty,0.0
1779,powder,0.0
1780,powerful,0.0
1781,practical,0.0
1782,precisely,0.0
1783,predict,0.0
1784,prefer,0.0
1785,pregnancy,0.0
1786,pregnant,0.0
1787,preparation,0.0
1788,prepare,0.0
1789,presence,0.0
1790,present,0.0
1791,presentation,0.0
1792,preserve,0.0
1793,president,0.0
1794,presidential,0.0
1795,press,0.0
1796,pressure,0.0
1797,pretend,0.0
1798,pretty,0.0
1799,prevent,0.0
1800,previous,0.0
1801,previously,0.0
1802,price,0.0
1803,pride,0.0
1804,priest,0.0
1805,primarily,0.0
1806,primary,0.0
1807,prime,0.0
1808,principle,0.0
1809,print,0.0
1810,prior,0.0
1811,prison,0.0
1812,prisoner,0.0
1813,private,0.0
1814,probably,0.0
1815,problem,0.0
1816,proceed,0.0
1817,produce,0.0
1818,producer,0.0
1819,product,0.0
1820,production,0.0
1821,profession,0.0
1822,professional,0.0
1823,professor,0.0
1824,profile,0.0
1825,profit,0.0
1826,program,0.0
1827,progress,0.0
1828,project,0.0
1829,prominent,0.0
1830,promote,0.0
1831,prompt,0.0
1832,proper,0.0
1833,properly,0.0
1834,proportion,0.0
1835,proposal,0.0
1836,propose,0.0
1837,proposed,0.0
1838,prospect,0.0
1839,protect,0.0
1840,protection,0.0
1841,protein,0.0
1842,proud,0.0
1843,provide,0.0
1844,provider,0.0
1845,province,0.0
1846,provision,0.0
1847,psychological,0.0
1848,psychologist,0.0
1849,psychology,0.0
1850,publicly,0.0
1851,publisher,0.0
1852,pull,0.0
1853,punishment,0.0
1854,purchase,0.0
1855,pure,0.0
1856,purpose,0.0
1857,pursue,0.0
1858,push,0.0
1859,put,0.0
1860,qualify,0.0
1861,quality,0.0
1862,quarter,0.0
1863,quarterback,0.0
1864,question,0.0
1865,quick,0.0
1866,quickly,0.0
1867,quiet,0.0
1868,quietly,0.0
1869,quite,0.0
1870,quote,0.0
1871,race,0.0
1872,racial,0.0
1873,radical,0.0
1874,radio,0.0
1875,rail,0.0
1876,rain,0.0
1877,raise,0.0
1878,range,0.0
1879,rank,0.0
1880,rapid,0.0
1881,rapidly,0.0
1882,rare,0.0
1883,rarely,0.0
1884,rate,0.0
1885,rather,0.0
1886,rating,0.0
1887,ratio,0.0
1888,raw,0.0
1889,reach,0.0
1890,react,0.0
1891,reaction,0.0
1892,read,0.0
1893,reader,0.0
1894,reading,0.0
1895,ready,0.0
1896,real,0.0
1897,reality,0.0
1898,realize,0.0
1899,really,0.0
1900,reason,0.0
1901,recall,0.0
1902,receive,0.0
1903,recent,0.0
1904,recently,0.0
1905,recipe,0.0
1906,recognition,0.0
1907,recognize,0.0
1908,recommend,0.0
1909,recommendation,0.0
1910,recording,0.0
1911,recruit,0.0
1912,red,0.0
1913,reduce,0.0
1914,reduction,0.0
1915,refer,0.0
1916,reference,0.0
1917,reflect,0.0
1918,reflection,0.0
1919,reform,0.0
1920,refugee,0.0
1921,refuse,0.0
1922,regard,0.0
1923,regarding,0.0
1924,regardless,0.0
1925,regime,0.0
1926,region,0.0
1927,regional,0.0
1928,regular,0.0
1929,regularly,0.0
1930,regulate,0.0
1931,regulation,0.0
1932,reinforce,0.0
1933,reject,0.0
1934,relate,0.0
1935,relation,0.0
1936,relationship,0.0
1937,relative,0.0
1938,relatively,0.0
1939,relax,0.0
1940,religion,0.0
1941,religious,0.0
1942,rely,0.0
1943,remain,0.0
1944,remaining,0.0
1945,remarkable,0.0
1946,remember,0.0
1947,remind,0.0
1948,remove,0.0
1949,repeat,0.0
1950,repeatedly,0.0
1951,replace,0.0
1952,reply,0.0
1953,report,0.0
1954,reporter,0.0
1955,Republican,0.0
1956,require,0.0
1957,requirement,0.0
1958,research,0.0
1959,researcher,0.0
1960,resemble,0.0
1961,resist,0.0
1962,resistance,0.0
1963,resolve,0.0
1964,resort,0.0
1965,resource,0.0
1966,respect,0.0
1967,respond,0.0
1968,response,0.0
1969,responsibility,0.0
1970,rest,0.0
1971,restaurant,0.0
1972,restore,0.0
1973,retain,0.0
1974,retirement,0.0
1975,return,0.0
1976,reveal,0.0
1977,revenue,0.0
1978,revolution,0.0
1979,rhythm,0.0
1980,rice,0.0
1981,rich,0.0
1982,rid,0.0
1983,ride,0.0
1984,rifle,0.0
1985,ring,0.0
1986,rise,0.0
1987,river,0.0
1988,road,0.0
1989,rock,0.0
1990,role,0.0
1991,roll,0.0
1992,romantic,0.0
1993,roof,0.0
1994,room,0.0
1995,root,0.0
1996,rope,0.0
1997,rose,0.0
1998,rough,0.0
1999,roughly,0.0
2000,round,0.0
2001,route,0.0
2002,routine,0.0
2003,row,0.0
2004,rub,0.0
2005,run,0.0
2006,running,0.0
2007,rural,0.0
2008,rush,0.0
2009,Russian,0.0
2010,sacred,0.0
2011,sad,0.0
2012,safe,0.0
2013,safety,0.0
2014,sake,0.0
2015,salad,0.0
2016,salary,0.0
2017,sales,0.0
2018,salt,0.0
2019,same,0.0
2020,sample,0.0
2021,sand,0.0
2022,satellite,0.0
2023,satisfy,0.0
2024,sauce,0.0
2025,save,0.0
2026,saving,0.0
2027,say,0.0
2028,scale,0.0
2029,scandal,0.0
2030,scared,0.0
2031,scenario,0.0
2032,scene,0.0
2033,schedule,0.0
2034,scheme,0.0
2035,scholar,0.0
2036,scholarship,0.0
2037,school,0.0
2038,science,0.0
2039,scientific,0.0
2040,scientist,0.0
2041,scope,0.0
2042,score,0.0
2043,scream,0.0
2044,screen,0.0
2045,script,0.0
2046,sea,0.0
2047,season,0.0
2048,seat,0.0
2049,second,0.0
2050,secret,0.0
2051,secretary,0.0
2052,section,0.0
2053,sector,0.0
2054,secure,0.0
2055,security,0.0
2056,see,0.0
2057,seed,0.0
2058,seek,0.0
2059,seem,0.0
2060,segment,0.0
2061,seize,0.0
2062,select,0.0
2063,selection,0.0
2064,self,0.0
2065,Senate,0.0
2066,senator,0.0
2067,send,0.0
2068,senior,0.0
2069,sense,0.0
2070,sensitive,0.0
2071,separate,0.0
2072,sequence,0.0
2073,series,0.0
2074,serious,0.0
2075,seriously,0.0
2076,serve,0.0
2077,seven,0.0
2078,several,0.0
2079,severe,0.0
2080,sex,0.0
2081,sexual,0.0
2082,shade,0.0
2083,shadow,0.0
2084,shake,0.0
2085,shape,0.0
2086,sharp,0.0
2087,she,0.0
2088,sheet,0.0
2089,shelf,0.0
2090,shell,0.0
2091,shelter,0.0
2092,shift,0.0
2093,shine,0.0
2094,ship,0.0
2095,shirt,0.0
2096,shit,0.0
2097,shock,0.0
2098,shoe,0.0
2099,shoot,0.0
2100,shooting,0.0
2101,shop,0.0
2102,shopping,0.0
2103,shore,0.0
2104,short,0.0
2105,shortly,0.0
2106,shot,0.0
2107,should,0.0
2108,shoulder,0.0
2109,shout,0.0
2110,show,0.0
2111,shower,0.0
2112,shrug,0.0
2113,shut,0.0
2114,sick,0.0
2115,side,0.0
2116,sigh,0.0
2117,sight,0.0
2118,signal,0.0
2119,significance,0.0
2120,significant,0.0
2121,significantly,0.0
2122,silence,0.0
2123,silent,0.0
2124,silver,0.0
2125,similar,0.0
2126,similarly,0.0
2127,simple,0.0
2128,simply,0.0
2129,sin,0.0
2130,since,0.0
2131,sing,0.0
2132,singer,0.0
2133,single,0.0
2134,sink,0.0
2135,sir,0.0
2136,sister,0.0
2137,sit,0.0
2138,site,0.0
2139,situation,0.0
2140,six,0.0
2141,size,0.0
2142,ski,0.0
2143,skill,0.0
2144,skin,0.0
2145,sky,0.0
2146,slave,0.0
2147,sleep,0.0
2148,slice,0.0
2149,slide,0.0
2150,slight,0.0
2151,slightly,0.0
2152,slip,0.0
2153,slow,0.0
2154,slowly,0.0
2155,small,0.0
2156,smart,0.0
2157,smell,0.0
2158,smile,0.0
2159,smoke,0.0
2160,smooth,0.0
2161,snap,0.0
2162,snow,0.0
2163,so,0.0
2164,so-called,0.0
2165,soccer,0.0
2166,social,0.0
2167,society,0.0
2168,soft,0.0
2169,software,0.0
2170,soil,0.0
2171,solar,0.0
2172,soldier,0.0
2173,solid,0.0
2174,solution,0.0
2175,solve,0.0
2176,some,0.0
2177,somebody,0.0
2178,somehow,0.0
2179,someone,0.0
2180,something,0.0
2181,sometimes,0.0
2182,somewhat,0.0
2183,somewhere,0.0
2184,son,0.0
2185,song,0.0
2186,soon,0.0
2187,sophisticated,0.0
2188,sorry,0.0
2189,sort,0.0
2190,soul,0.0
2191,sound,0.0
2192,soup,0.0
2193,source,0.0
2194,south,0.0
2195,southern,0.0
2196,Soviet,0.0
2197,space,0.0
2198,Spanish,0.0
2199,speak,0.0
2200,speaker,0.0
2201,specialist,0.0
2202,species,0.0
2203,specific,0.0
2204,specifically,0.0
2205,speech,0.0
2206,speed,0.0
2207,spend,0.0
2208,spending,0.0
2209,spin,0.0
2210,spirit,0.0
2211,spiritual,0.0
2212,split,0.0
2213,spokesman,0.0
2214,sport,0.0
2215,spot,0.0
2216,spread,0.0
2217,spring,0.0
2218,square,0.0
2219,squeeze,0.0
2220,stability,0.0
2221,stable,0.0
2222,staff,0.0
2223,stage,0.0
2224,stair,0.0
2225,stake,0.0
2226,stand,0.0
2227,standard,0.0
2228,star,0.0
2229,stare,0.0
2230,start,0.0
2231,statement,0.0
2232,station,0.0
2233,statistics,0.0
2234,status,0.0
2235,steady,0.0
2236,steal,0.0
2237,steel,0.0
2238,step,0.0
2239,stick,0.0
2240,still,0.0
2241,stir,0.0
2242,stomach,0.0
2243,stone,0.0
2244,stop,0.0
2245,storage,0.0
2246,store,0.0
2247,storm,0.0
2248,story,0.0
2249,straight,0.0
2250,strange,0.0
2251,stranger,0.0
2252,strategic,0.0
2253,strategy,0.0
2254,stream,0.0
2255,strength,0.0
2256,strengthen,0.0
2257,stress,0.0
2258,stretch,0.0
2259,string,0.0
2260,strip,0.0
2261,stroke,0.0
2262,strong,0.0
2263,strongly,0.0
2264,struggle,0.0
2265,student,0.0
2266,studio,0.0
2267,study,0.0
2268,stuff,0.0
2269,stupid,0.0
2270,style,0.0
2271,subject,0.0
2272,submit,0.0
2273,subsequent,0.0
2274,substance,0.0
2275,substantial,0.0
2276,succeed,0.0
2277,success,0.0
2278,successful,0.0
2279,successfully,0.0
2280,such,0.0
2281,sudden,0.0
2282,suddenly,0.0
2283,sue,0.0
2284,suffer,0.0
2285,sufficient,0.0
2286,sugar,0.0
2287,suggest,0.0
2288,suggestion,0.0
2289,summer,0.0
2290,summit,0.0
2291,sun,0.0
2292,super,0.0
2293,supply,0.0
2294,support,0.0
2295,supporter,0.0
2296,suppose,0.0
2297,supposed,0.0
2298,Supreme,0.0
2299,sure,0.0
2300,surely,0.0
2301,surface,0.0
2302,surgery,0.0
2303,surprise,0.0
2304,surprised,0.0
2305,surprising,0.0
2306,surprisingly,0.0
2307,surround,0.0
2308,survey,0.0
2309,survival,0.0
2310,survive,0.0
2311,suspect,0.0
2312,sweep,0.0
2313,sweet,0.0
2314,swim,0.0
2315,swing,0.0
2316,switch,0.0
2317,symbol,0.0
2318,symptom,0.0
2319,system,0.0
2320,table,0.0
2321,tablespoon,0.0
2322,tactic,0.0
2323,tail,0.0
2324,tale,0.0
2325,talent,0.0
2326,talk,0.0
2327,tall,0.0
2328,tank,0.0
2329,tap,0.0
2330,tape,0.0
2331,target,0.0
2332,task,0.0
2333,taste,0.0
2334,taxpayer,0.0
2335,tea,0.0
2336,teach,0.0
2337,teacher,0.0
2338,teaching,0.0
2339,team,0.0
2340,tear,0.0
2341,teaspoon,0.0
2342,technical,0.0
2343,technique,0.0
2344,technology,0.0
2345,teen,0.0
2346,teenager,0.0
2347,telephone,0.0
2348,telescope,0.0
2349,television,0.0
2350,tell,0.0
2351,temperature,0.0
2352,temporary,0.0
2353,ten,0.0
2354,tend,0.0
2355,tendency,0.0
2356,tennis,0.0
2357,tension,0.0
2358,tent,0.0
2359,terms,0.0
2360,terrible,0.0
2361,territory,0.0
2362,terror,0.0
2363,terrorism,0.0
2364,terrorist,0.0
2365,test,0.0
2366,testing,0.0
2367,text,0.0
2368,than,0.0
2369,thank,0.0
2370,thanks,0.0
2371,that,0.0
2372,the,0.0
2373,theater,0.0
2374,their,0.0
2375,them,0.0
2376,theme,0.0
2377,themselves,0.0
2378,then,0.0
2379,theory,0.0
2380,therapy,0.0
2381,there,0.0
2382,therefore,0.0
2383,these,0.0
2384,they,0.0
2385,thick,0.0
2386,thin,0.0
2387,thing,0.0
2388,think,0.0
2389,thinking,0.0
2390,third,0.0
2391,thirty,0.0
2392,this,0.0
2393,those,0.0
2394,though,0.0
2395,thought,0.0
2396,thousand,0.0
2397,threat,0.0
2398,threaten,0.0
2399,three,0.0
2400,throat,0.0
2401,through,0.0
2402,throughout,0.0
2403,throw,0.0
2404,thus,0.0
2405,ticket,0.0
2406,tie,0.0
2407,tight,0.0
2408,time,0.0
2409,tiny,0.0
2410,tip,0.0
2411,tire,0.0
2412,tired,0.0
2413,tissue,0.0
2414,to,0.0
2415,tobacco,0.0
2416,today,0.0
2417,toe,0.0
2418,together,0.0
2419,tomato,0.0
2420,tomorrow,0.0
2421,tone,0.0
2422,tongue,0.0
2423,tonight,0.0
2424,too,0.0
2425,tool,0.0
2426,tooth,0.0
2427,top,0.0
2428,topic,0.0
2429,toss,0.0
2430,total,0.0
2431,totally,0.0
2432,touch,0.0
2433,tough,0.0
2434,tour,0.0
2435,tourist,0.0
2436,tournament,0.0
2437,toward,0.0
2438,towards,0.0
2439,tower,0.0
2440,town,0.0
2441,toy,0.0
2442,trace,0.0
2443,track,0.0
2444,tradition,0.0
2445,traditional,0.0
2446,traffic,0.0
2447,tragedy,0.0
2448,trail,0.0
2449,train,0.0
2450,training,0.0
2451,transform,0.0
2452,transformation,0.0
2453,transition,0.0
2454,translate,0.0
2455,transportation,0.0
2456,travel,0.0
2457,treat,0.0
2458,treatment,0.0
2459,tree,0.0
2460,tremendous,0.0
2461,trend,0.0
2462,tribe,0.0
2463,trick,0.0
2464,trip,0.0
2465,troop,0.0
2466,trouble,0.0
2467,truck,0.0
2468,true,0.0
2469,truly,0.0
2470,truth,0.0
2471,try,0.0
2472,tube,0.0
2473,tunnel,0.0
2474,turn,0.0
2475,TV,0.0
2476,twelve,0.0
2477,twenty,0.0
2478,twice,0.0
2479,twin,0.0
2480,two,0.0
2481,type,0.0
2482,typical,0.0
2483,typically,0.0
2484,ugly,0.0
2485,ultimate,0.0
2486,ultimately,0.0
2487,unable,0.0
2488,uncle,0.0
2489,under,0.0
2490,undergo,0.0
2491,understand,0.0
2492,understanding,0.0
2493,unfortunately,0.0
2494,uniform,0.0
2495,union,0.0
2496,unique,0.0
2497,unit,0.0
2498,United,0.0
2499,universal,0.0
2500,universe,0.0
2501,university,0.0
2502,unknown,0.0
2503,unless,0.0
2504,unlike,0.0
2505,unlikely,0.0
2506,until,0.0
2507,unusual,0.0
2508,up,0.0
2509,upon,0.0
2510,upper,0.0
2511,urban,0.0
2512,urge,0.0
2513,us,0.0
2514,used,0.0
2515,useful,0.0
2516,user,0.0
2517,usual,0.0
2518,usually,0.0
2519,utility,0.0
2520,vacation,0.0
2521,valley,0.0
2522,valuable,0.0
2523,value,0.0
2524,variable,0.0
2525,variation,0.0
2526,variety,0.0
2527,various,0.0
2528,vary,0.0
2529,vast,0.0
2530,vegetable,0.0
2531,vehicle,0.0
2532,venture,0.0
2533,version,0.0
2534,versus,0.0
2535,very,0.0
2536,vessel,0.0
2537,veteran,0.0
2538,via,0.0
2539,victim,0.0
2540,victory,0.0
2541,video,0.0
2542,view,0.0
2543,viewer,0.0
2544,village,0.0
2545,violate,0.0
2546,violation,0.0
2547,violence,0.0
2548,violent,0.0
2549,virtually,0.0
2550,virtue,0.0
2551,virus,0.0
2552,visible,0.0
2553,vision,0.0
2554,visit,0.0
2555,visitor,0.0
2556,visual,0.0
2557,vital,0.0
2558,voice,0.0
2559,volume,0.0
2560,volunteer,0.0
2561,vote,0.0
2562,voter,0.0
2563,vs,0.0
2564,vulnerable,0.0
2565,wage,0.0
2566,wait,0.0
2567,wake,0.0
2568,walk,0.0
2569,wall,0.0
2570,wander,0.0
2571,want,0.0
2572,war,0.0
2573,warm,0.0
2574,warn,0.0
2575,warning,0.0
2576,wash,0.0
2577,watch,0.0
2578,water,0.0
2579,wave,0.0
2580,way,0.0
2581,we,0.0
2582,weak,0.0
2583,wealth,0.0
2584,wealthy,0.0
2585,weapon,0.0
2586,wear,0.0
2587,weather,0.0
2588,wedding,0.0
2589,week,0.0
2590,weekend,0.0
2591,weekly,0.0
2592,weigh,0.0
2593,weight,0.0
2594,welcome,0.0
2595,welfare,0.0
2596,well,0.0
2597,west,0.0
2598,western,0.0
2599,wet,0.0
2600,what,0.0
2601,whatever,0.0
2602,wheel,0.0
2603,when,0.0
2604,whenever,0.0
2605,where,0.0
2606,whereas,0.0
2607,whether,0.0
2608,which,0.0
2609,while,0.0
2610,whisper,0.0
2611,white,0.0
2612,who,0.0
2613,whole,0.0
2614,whom,0.0
2615,whose,0.0
2616,why,0.0
2617,wide,0.0
2618,widely,0.0
2619,widespread,0.0
2620,wife,0.0
2621,wild,0.0
2622,willing,0.0
2623,win,0.0
2624,wind,0.0
2625,window,0.0
2626,wine,0.0
2627,wing,0.0
2628,winner,0.0
2629,winter,0.0
2630,wipe,0.0
2631,wire,0.0
2632,wisdom,0.0
2633,wise,0.0
2634,wish,0.0
2635,with,0.0
2636,withdraw,0.0
2637,within,0.0
2638,without,0.0
2639,woman,0.0
2640,wonder,0.0
2641,wonderful,0.0
2642,wood,0.0
2643,wooden,0.0
2644,word,0.0
2645,work,0.0
2646,worker,0.0
2647,working,0.0
2648,works,0.0
2649,workshop,0.0
2650,world,0.0
2651,worried,0.0
2652,worry,0.0
2653,worth,0.0
2654,would,0.0
2655,wound,0.0
2656,wrap,0.0
2657,write,0.0
2658,writer,0.0
2659,writing,0.0
2660,wrong,0.0
2661,yard,0.0
2662,yeah,0.0
2663,year,0.0
2664,yell,0.0
2665,yellow,0.0
2666,yes,0.0
2667,yesterday,0.0
2668,yet,0.0
2669,yield,0.0
2670,you,0.0
2671,young,0.0
2672,your,0.0
2673,yours,0.0
2674,yourself,0.0
2675,youth,0.0
2676,zone,0.0
